avg_spend_week6,balance_week6_start,avg_spend_week1,avg_spend_week2,avg_spend_week3,avg_spend_week4,avg_spend_week5,balance_week1_start,balance_week2_start,balance_week3_start,balance_week4_start,balance_week5_start,avg_spend_5weeks,balance_5weeks,label
1347.1312207272454,14173.842306412425,1322.6018788842223,1134.9920219621379,1347.400351485319,1387.9916911979294,1581.9875918311932,14245.188996535533,15556.194355439913,13151.402493449803,14940.239371767839,12676.479948054406,1354.9947070721605,14113.901033049498,2
1583.581131153809,15434.66555820599,1504.6276025516397,1459.9490562027395,1736.2162296530096,1658.2675940674849,1380.9193649561178,18153.35312965803,14752.657398999041,14954.147416514637,17682.938134431563,15284.725414703145,1547.9959694861982,16165.564298861285,2
6921.3733191004985,21514.23108447842,7129.364501954704,6346.78566272892,6354.452837928646,7172.363436560145,7002.101821728079,19770.62601218915,20114.75396389012,23350.65829857848,23613.029747405875,21623.86872242269,6801.013652180099,21694.587348897265,1
5397.392914755795,19336.510234241778,4981.757475446853,5810.454682877515,5719.84544380964,5183.869429833211,4112.9495866066545,19047.172787340653,22389.556730586155,18380.679464786193,19647.84069982119,18312.116397352318,5161.775323714775,19555.473215977305,1
486.47389238168677,16398.852248323463,494.11788747006835,399.53958302916766,396.9354096889675,569.5016612302408,463.966791776819,15849.019363258043,17872.147994715047,13007.48472551279,14710.879518902371,17401.93975043058,464.8122666390526,15768.294270563765,2
362.5734539919684,14835.211323577807,357.6972792104885,345.27757470754074,428.50391706946596,305.1047232022237,363.5577682868294,15570.236012545862,18645.41379204967,13342.558362336827,14850.723729697545,13239.146420477731,360.02825249530963,15129.615663421526,2
1541.8780489661594,4204.078946708161,1471.9011403930253,1660.6677162325338,1402.7287500566329,1672.3722347041628,1311.996265905099,4707.928509562251,4551.550124948027,4687.44985453141,4243.798184650413,3786.344922491402,1503.9332214582907,4395.4143192367,1
1330.7904001941677,9799.800428916362,1367.767815180643,1427.07233213588,1202.9949478019566,1333.3489350261557,1399.4669210962118,10279.97864472571,9662.204209543086,9592.067590507106,10829.132614776861,9357.460006536805,1346.1301902481696,9944.168613217913,2
2461.2485412060855,9840.628398274679,2593.2678348695235,2230.1824349460007,3100.8805377516005,2272.3846023732417,2197.2142378666013,9905.095593317968,9826.718044857154,10083.350426137747,11262.485871629877,10476.907775870788,2478.7859295613935,10310.911542362706,1
6187.3884308198485,17745.556846785723,6259.660553461739,6269.7003407377515,6179.003857702612,7096.65779036008,6406.291205016823,17366.032586116802,16121.24856083009,20624.930150567907,16176.875108544109,15585.170736021579,6442.262749455802,17174.8514284161,1
4603.756723921443,1500.3276385633576,4376.436032675368,5195.596684465893,3507.946769154489,5211.1126639708855,4335.3055333760085,1382.2453950590257,1464.931657018065,1598.9395856322576,1467.5550944372314,1520.9014823403404,4525.279536728529,1486.914642897384,0
5636.918371954882,15069.971657399898,5756.006999330714,5996.863576481923,5748.009083693369,6571.970871445213,4773.450387455655,13683.573349292632,15001.230011713302,16264.680500309394,14885.352743414525,15746.480345963302,5769.260183681375,15116.263390138629,1
10047.084374507269,2136.5759523950546,9911.559940157844,11679.666609237232,9161.132691249537,11689.921448086076,9996.28834016257,2279.0793463930004,1945.0046099201859,1873.1044255930804,2715.113757697848,2022.431792746849,10487.71380577865,2166.946786470193,0
2083.805040799381,10504.55167523468,2208.8090888824386,2291.466457477666,2016.0547890905764,2179.7530378000397,2159.068287298366,11044.650261406923,9375.139285382145,12913.983642269151,10145.472827070029,9479.592626121059,2171.030332109817,10591.76772844986,2
5486.189073644227,11130.541329263786,5100.211924300336,4682.312357351874,6104.30609929216,5285.389500285325,5661.994422728837,11087.921553907256,10090.151920424283,12702.118628189412,10700.40724827158,9515.013631980773,5366.842860791707,10819.12259655466,1
258.5171953593708,14983.50545994307,267.06155494361997,293.09624368055745,251.027435975331,230.63704501588853,286.77845364800606,15774.528585279138,15529.63786636924,15430.655978524726,14092.646707869208,16566.552704607206,265.7201466526806,15478.804368529905,2
7425.011069849959,6193.1152201568475,6892.581512069052,7636.679176043236,8125.377630737586,7418.253516862855,6076.191395000063,6511.023704784017,7653.904964582922,6636.110153594227,5249.858320303764,6301.162843181232,7229.816646142557,6470.411997289231,0
2205.063549424674,16508.09015799045,1984.1587243406534,1997.0410307266409,2035.0462606680126,2335.4610356448766,2243.528877583953,16492.75390062204,19200.722595951298,17238.145376544748,13279.549000315466,15822.924622657378,2119.0471857928273,16406.819099218184,2
1899.803504061683,11947.187527362503,1922.247356041433,1773.6707960014364,2060.1320946644705,1718.8802335253877,2177.709985653344,11495.890282417995,12919.889625482241,12210.60037926592,11095.932148886048,9943.947303930196,1930.5280931772145,11533.25194799648,2
4575.048032304554,12920.489283316789,4913.8655850925725,4315.0796095548485,4214.908265691352,4564.712825677414,4213.617075737795,13768.363721912456,13410.59258711398,13475.690965191337,11216.595733049431,12331.625350010343,4444.436672350797,12840.573671455508,1
636.1314690294832,4940.989861272736,701.5654813028397,593.3013555470112,599.3677858549847,578.7924417807003,730.455309846073,4723.019303484511,4434.211254870241,5257.735637119128,4264.989042681586,5314.389473068411,640.6964748663218,4798.868942244776,2
7152.806676970021,14486.11332635498,7074.562194305713,8363.076544481757,5966.424020929085,6629.597436588326,6782.615973997548,15242.494126974067,14365.657984879073,13147.512449620996,14315.088742594957,12622.5456617193,6963.255234060486,13938.659793157678,1
5523.235453984102,13859.675158021306,5823.565057533998,4701.814479391008,6076.106020326055,5431.4111288908425,6127.557186253464,14248.608017673454,13429.683112005778,15879.151278702844,11893.427060927997,16909.146511189472,5632.090774479073,14472.00319609991,1
4122.043341968197,8807.318145938949,3910.092199152486,4407.952728210952,3283.3734133766006,3793.2877965909083,4362.99155951377,8909.221147285369,8078.606694443663,9512.71445863799,9760.264952025904,7386.535753134096,3951.539539368944,8729.468601105405,1
1001.4718242819318,14424.014109702515,928.3761851847141,1028.475198488785,824.1505992498866,970.871381002972,1022.857718108136,13706.529370120885,15690.616281807597,11394.450300024499,15621.053763379428,13384.859100223597,954.9462164068988,13959.501763111202,2
1715.3956019162895,3364.1819501680147,1717.4403791199088,1441.1588793262226,1923.2091265274357,1992.7670553095163,1601.173430997728,3491.013608106085,4069.948621562299,3003.270439876139,3192.7724202325485,2825.8743215627087,1735.149774256162,3316.5758822679554,0
2993.760187598147,1020.5070947844079,3010.2255939916045,3216.018263085555,3119.7123254477997,2790.8548630402097,3296.649400534077,1052.0693626830475,1094.680475297236,1044.4543467664946,962.6375485957443,902.4095007958565,3086.692089219849,1011.2502468276758,0
3788.4359969153725,15290.12605520956,3905.6729456239254,4162.54882253655,3274.931574560118,3502.4109424373046,3751.9464243348143,14877.473401776317,15894.265048898913,15070.552425141015,12962.747628098756,15504.903082135927,3719.502141898543,14861.988317210187,2
8518.48869442412,14358.23722869541,8537.39408375731,9484.70609230301,9545.659397982561,7707.194758157942,6964.3923509912365,13742.214199010921,13238.204359787867,14013.663883186093,13885.736929883788,15453.607953507926,8447.869336638412,14066.68546507532,0
136.02942737883419,7709.104280055159,123.59969090438513,145.77684900590606,126.47176522335869,142.66878903587593,109.76887105245743,7287.779316227056,6929.684885655331,8216.71990526004,8213.85822984719,7891.224873497875,129.65719304439662,7707.853442097499,2
8612.76843332748,11473.064641721876,8686.004875121007,8929.850642521315,7356.628158770302,9733.574730223749,7056.487159578234,11130.06018915127,12924.205868198842,13227.821097495487,9864.609682852475,12959.257176968747,8352.50911324292,12021.190802933364,0
9933.350135073995,13504.102412670083,9944.331307206076,8996.25104014731,8731.150224889525,11097.638181707845,9286.98902413894,12746.84445138807,10911.522261432481,15207.672705119485,15256.998819368035,12640.791954338967,9611.27195561794,13352.766038329408,0
2874.1479064350115,15041.77742175582,2987.527744569022,2496.8520893742843,2914.9007331509433,2869.475459942348,2783.722397580606,15662.305015207387,17978.346890768986,13695.766321649478,15480.244385406046,14613.101989714993,2810.4956849234413,15485.952920549378,2
1845.7386785860003,17085.053180814448,1850.2299603446231,1807.641950857358,2161.245074672797,1971.0729553170495,1578.2914784801774,18989.398694303807,16264.742148244808,16934.663716593564,20002.358295428676,15387.78880835435,1873.696283934401,17515.790332585042,2
5162.775500541127,12205.263690411193,5066.244183871709,5775.919917534793,4565.844040219247,4377.395812834101,4950.382950866741,11635.745209884177,12837.74302619013,11444.070606049328,11905.99921387025,12126.395251211621,4947.157381065318,11989.990661441101,1
4503.971118818568,10767.167422758175,4654.515583374905,4030.6225115058783,4537.068659614488,4419.4470758416755,4955.778414707259,11212.598902139967,9882.635336941952,10577.393704668335,12026.777604204672,10390.138580069264,4519.486449008841,10817.908825604838,1
4540.096683168249,6898.2375468332575,4414.57957803562,5201.118903409761,4476.072620871458,3850.6725444374833,4988.626997906631,6746.999266715127,7527.055133542163,7286.815646868698,5421.989433407153,6776.493236803473,4586.21412893219,6751.870543467323,0
6629.907988693852,14127.357198200683,6692.342757961608,6552.337938187799,6857.280741790582,7238.086322366083,6855.0594109697395,15945.039881919496,13520.870744185584,13289.74636409112,14659.162922763218,13989.138795943954,6839.021434255163,14280.791741780675,1
5181.633049264434,16129.164595293518,4991.808035872376,5720.385496539835,5644.772350519324,5941.834850051103,4127.432226386718,16400.45197268874,15770.888233580872,16314.967630756248,15235.74122302528,14046.105888544726,5285.246591873872,15553.630989719173,1
7439.083101187927,16006.384048351709,7439.5703045332575,8621.084361187945,7257.11575001055,7530.04700420917,8295.961380035797,15827.718048428667,14717.620469825395,18017.142526856882,17911.98719282242,14145.426527531794,7828.755759995343,16123.978953093032,1
