balance_week1_start,avg_spend_week1,balance_week2_start,avg_spend_week2,balance_week3_start,avg_spend_week3,balance_week4_start,avg_spend_week4,balance_week5_start,avg_spend_week5,balance_week6_start,avg_spend_week6,label
2828.1681944798406,1897.35018906732,3378.760411100939,2659.171173498577,474.8887813956735,306.6525106774737,6842.93455111792,6097.016938226989,8165.253712903271,6346.761178545576,5727.450728737695,3526.854291444041,0
3780.6843376266324,2815.109667380208,1652.5992789628929,1284.9167967011233,783.0769608536182,681.8440411312846,4260.74559355307,3234.8274935833106,1845.843746891592,1545.4424941769298,3236.9137315798157,2040.0469214665504,0
3607.3952400824237,2158.0238290218963,3882.4534121293973,1226.6861175042702,9356.32981837468,2932.4088726534287,5784.117301176208,2238.3286283386433,3046.6889006988804,1007.7573638603835,3973.4434461210976,964.240363633286,1
8722.593110561838,3919.5613702204373,3072.9389954063145,1819.0908460018636,8902.356347030109,3915.7343119896773,2235.5540032565677,779.4479122201262,2422.3556882862626,1417.8153954572927,866.7796141925185,459.01493810093984,1
7317.028297147416,5101.449205999077,9291.053702817664,6692.1435632360635,2025.5017692128179,1819.1595054301742,3509.69562772513,2911.505490679533,9947.381637558361,5971.631126954474,6633.038298300812,4107.104119646956,0
8877.673472471799,7257.670216175133,9015.134255164086,6984.215366566551,4407.961660620818,2746.5642255638013,775.7854089162265,478.2584226331604,259.31898314153835,207.9659036278033,8205.60208275557,4419.487246155942,0
4150.044742715669,1877.9397635884566,9925.839679380268,3456.100396750325,7212.902246385253,2306.3382941007562,4613.441724197305,1598.8594844378424,8756.455103849603,4145.31041163538,547.985013765383,168.04233307991518,1
1623.33083490552,1210.0951060904065,5005.646209444471,3135.6547969321464,4364.026022714955,3890.156441587765,3017.3279655263627,2402.6307186026897,3268.6781169580313,2402.257720377352,1701.0570719608706,1033.4338246567854,0
1086.352572914429,390.42974127441335,6029.399803624522,2222.792722492548,2425.5579744610372,962.9400420633403,1967.9929320812942,810.2592685160317,5818.433739070079,3106.1073979696134,8097.440098695684,2510.789323546977,1
945.8032927506315,317.4932616240157,4951.786106732788,1868.902288226981,9828.828143934756,4081.919079268482,5150.600457195083,2544.06687449395,7571.348025825499,4027.670244214168,5319.549800360583,1740.6544912976337,1
4118.972282483182,2834.237721872219,3012.9184209090927,2277.285239301725,4404.343562126519,3892.337877027122,6243.260416350904,4792.9191368122165,9025.292031375433,6488.456740376789,6422.195086533441,3600.2200290019214,0
3810.6007663363557,979.0014245122197,7779.060777128204,494.74445275210144,2680.7170082980347,786.0551963295634,516.3225257941948,44.76945771822033,7042.279361739772,1373.4565115887744,1338.9381996944255,151.5828527048224,2
4504.0478089308435,2947.6981826674128,6598.286717552204,4125.03979837422,663.4035004313446,490.200567496025,4125.097778981899,3093.0902632655675,9429.407884571316,6126.788319191993,2614.0512738211905,1417.6607351348778,0
4710.674816918118,973.5449239591522,119.65354144890037,26.666439913726673,353.32359214637063,73.64637496857677,5453.376799783493,1264.5792127606687,849.059276026384,70.36434319632467,5972.3703387459755,957.75302334118,2
9832.785845457132,3961.850450891754,5893.83352824002,2301.5780863862424,770.1340236810803,370.02884914903785,8326.920180416319,4754.701380163983,4949.091389775684,2610.7942723956726,5344.696270252316,2025.0406718435472,1
6565.045586698292,4175.801586507785,4203.424305114861,2582.2706543060503,6728.909888790499,5100.9320756744555,3232.899577167186,2325.663333618965,9856.539236920273,7392.533883288876,7890.2867347362635,3998.4749205618346,0
144.75419585295919,77.49975402080214,6711.797479165465,3405.6091631629924,8978.637902417737,3764.1027079650653,9881.73488788835,5901.853475004919,529.7916388446681,216.9594627829193,5792.5859814618025,2848.057278064889,1
3707.8097587001535,3173.3612527909486,4035.99739397829,3170.712789398027,7061.962601809263,5101.175599809266,9046.579213091327,5517.080948114216,9411.528082729521,6342.853736089563,1985.0220409962621,1370.4168073401886,0
2847.0424826165,1442.4387730818353,6203.004869211219,3183.8262972417297,3462.220631610592,2071.206784480212,5440.4654676893415,2920.9477778118344,9476.466505545117,5577.726596072058,3096.8851157013346,1566.3732546394247,1
1644.3918628028475,443.75947183804516,632.1544500317669,155.91089049443408,3391.065511041025,600.0434226729802,1501.0006479699694,322.55087836964856,8917.585713273636,523.4135245704972,4423.646807635896,547.5006043213331,2
5838.2217884340635,3681.3783443707325,8109.071717734775,5076.772693532219,1170.2352071043906,773.2585112979094,4172.06481360993,3010.201261199262,7978.344806907436,6161.440938451192,2169.305298462254,1220.9766673600195,0
9406.62321954263,542.175585043512,1802.961283512782,18.051267218019515,460.86150581796,22.49527142009766,7362.7830751810725,1477.2411816506578,276.49255273485323,52.884561911835725,4058.063539899074,248.96244656406242,2
2617.522696328454,1085.302867491551,8383.588412261468,2524.793286964617,2248.5426468092246,1278.1652783387474,9636.235948790554,4007.3756833221146,2552.5432641594157,1332.7304097497029,856.6933410204999,322.1505395978648,1
7646.321519732955,2436.559274851726,1822.564955438379,872.4739811218758,8806.402568613965,3690.4748286913464,1989.5655968530357,845.9911942863046,8308.97010377848,4112.472773735569,4345.225117297448,1651.8003051575934,1
6707.426688485876,3872.2473442204714,9171.158050863902,4838.734713289055,3816.7522330456723,1629.5297455774275,9370.72999160525,2820.8734877579227,4497.25284616422,1891.6741075640007,8615.179846215646,3575.177745146431,1
8488.411279504604,1152.5740286850873,6985.209940256359,48.36545235212699,5905.261121697411,2.521573876985929,4620.508681812954,142.1242836480797,4926.806725914059,800.2708280672424,5657.747050507555,633.6942192983195,2
8028.689922737543,3417.505003136887,6729.975835170494,3811.5477382629374,4842.501776132966,1820.570566158516,4791.50634551779,2030.985716679542,3770.0078812561223,1192.690733483017,3602.3787562700904,1173.8981325896236,1
9190.393901197047,856.2708709918103,355.6996274231352,0.6991730341790965,6161.064848017216,1532.6551192451218,5175.001270683922,1493.0925666148496,7756.569507318854,2163.26372708709,4808.304094986089,465.13769985336654,2
953.3081487685575,160.88014186320305,5512.497445889985,812.9934866609603,1824.502747666023,329.5778150332545,362.38987226981743,91.54282568005729,9863.634891843409,2192.694486507281,4692.0661354407075,291.8418237247215,2
4871.814124248909,3261.5362758411165,9467.804279407306,6001.704655080765,9948.764976991277,7194.352284166463,2314.485791490008,1778.9777931757985,4166.580894202163,2950.9915085649877,7633.14049634231,4086.9287053682583,0
2759.8929197884268,1744.277572376439,8489.203398940952,6720.627361607229,6690.852286238619,4229.025139391514,6609.609462043494,4679.8488983885045,965.8805336593208,595.9132563082283,6852.052399278999,3859.754083795094,0
7502.4850765476385,3004.535170267045,8978.647967980714,5212.929801140306,1594.398541497079,758.7368045964226,2306.28880497432,956.1291207386471,1293.9014617655039,474.89191866786916,9018.287598203318,2844.1191143836154,1
6173.912684546632,1202.8313454381657,2528.633495341077,641.0045315312738,3678.8032211093373,879.0562317185103,129.23749664417048,18.299747978415507,6524.82459757727,1521.4358547005497,5565.263320004709,1018.7905705283601,2
3094.42620189021,40.26691217233445,4806.5206264233775,925.905848422661,4363.687490445536,493.2350106982063,664.1526891287114,13.065388829687823,7129.5388748568885,355.86446950448305,6032.296688539754,947.5135548413722,2
1109.531224297443,658.2088148269331,3085.722905795992,1787.2561888312373,4961.648260588088,2225.10516497372,2527.3304290106284,1300.1443118140655,6258.680176502279,3516.7202397393185,3393.451418685829,1554.3873527853561,1
1864.9415331079017,1356.7656716905049,8378.069507849488,5364.746055031081,1566.1151179708788,1223.6825573724668,5383.031867734615,3679.6513454073915,7006.3628564141445,4885.743894015704,5058.408967627634,3092.8977575139643,0
8723.019058065907,293.29362273098155,1521.4145781039635,323.76522276209124,2884.0065836801623,123.98900608340934,9086.722892576841,699.642501397946,9245.116365286398,2299.282749062445,6045.25240766306,606.204545956141,2
4421.100072505699,880.210297498002,7190.547537408111,1686.376539385894,3223.9310489513027,696.1304235241324,3962.667395208516,228.68759528217035,8410.13724372091,492.49819832390165,5422.75747694425,806.2477362309752,2
2784.4614782326566,559.0485054951355,5338.415063135104,219.92376625838648,7279.533315905521,179.30957580561963,5114.6345830681985,1033.3096219836348,5307.605811018627,1053.1498713558876,7397.478617719713,1010.6387972258575,2
4479.444501976173,3781.2498402249716,7856.560584261087,7057.813763712122,2560.01921391297,1642.8988926820284,225.71327422524655,168.08013343484652,3877.0974768120464,3080.8952963357165,5243.236440434977,3248.668702056914,0
6785.249896842563,1239.2596607642715,5606.523332622895,422.7299927816698,1105.2640588483464,23.87069887103918,9901.77095471059,2170.2262878679044,1644.3824383621102,370.5542858195573,3952.022105593372,471.33908374447316,2
1689.5734421924544,282.8768636950141,5392.764323031347,1468.7706512044974,9184.540587017722,756.05195225764,2772.0901634322026,566.7286914891122,3193.4386954626816,173.442208635234,7320.503957493184,1282.1905195485278,2
4084.1316081718132,832.9011304320439,8956.701659349561,1642.139665112228,5297.948526329487,1203.417289603378,6882.538937408358,347.30531717047506,904.8849197475779,215.0988390056251,5359.410485995706,850.66422452024,2
2407.9951816895314,1747.81136741789,7701.399440228848,5866.722726039226,3073.8453305341427,2564.922935081724,7021.709310340844,5046.2000943443545,341.4589342812873,232.11641940504973,5750.848674357264,3804.163612760499,0
5633.081118198299,1758.293446233851,1583.6612947700773,805.9549599545205,3211.1638719893426,1907.3347560878312,7633.422928938935,2499.2668640077404,6254.310573065703,2981.037965245853,868.2075971711752,323.26222773077995,1
4626.756557050232,1906.5290647572622,6663.670414680329,2708.6150306463587,4644.98637201702,2567.062673267863,9103.22123680592,4631.685796641436,1793.0185242891412,765.8144522100397,8523.578757928168,3132.9112826273963,1
957.9555940931966,102.89506486250386,492.8941873240187,63.5535640303044,2838.3639746992744,141.22386978562685,5158.51069936381,207.50100692645813,3836.4723902288947,425.13569610495983,5861.292015171719,0.0,2
6417.257469138599,1263.0744463187575,3071.1801393004052,866.8088492473254,3939.0654632216397,152.54177393662806,3549.7359854724386,154.84146459619575,9501.678566288732,2154.8582400682258,4227.150088277067,301.5467272516737,2
9681.024487228164,5223.115009208867,3480.3946018392076,2019.5340469193195,3710.3552773852507,1344.5756137983901,5369.246291422935,3044.998294856204,8804.510428875721,2681.959203191782,3132.028392450111,1352.5664574879802,1
3980.980274602908,357.72127591756345,2908.5601612077635,447.0099185321512,1804.4552254492432,6.597449544533456,4051.722962906328,421.5503622641843,7934.994077725809,1084.053848976112,5901.060134451691,728.0198015558155,2
4802.631446229669,1341.3935451755856,3348.796712089844,620.1183359581544,8409.847063919195,828.5657360078103,5364.338022103097,595.2230078376037,6021.964452178158,419.6281810700241,7717.772750665709,1092.1712267490263,2
